Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
club atlético huracán games,ZA,South Africa,Club Atlético Huracán (Organization),"People also ask, Knowledge panel, Video preview",100,0,,0,0,42,"https://www.betway.co.za/sport/soccer/arg/liga_profesional,_reserves/huracan_res.-v-racing_club_res./0?datefilter=202509112000&eventId=9197d8e7-128a-4eb2-942a-02f2246ed86c",,2025-09-12 20:04:20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets history results,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Sitelinks, Video preview",100,64,,0,0,54,https://www.betway.co.za/account/loginform,,2025-09-08 0:25:36,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sheet street south africa,ZA,South Africa,"Sheet Street (Organization), South Africa (Location)","Sitelinks, Video preview",100,0,0.15,0,0,64,https://www.betway.co.za/,,2025-09-06 9:14:21,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
trading bots south africa,ZA,South Africa,South Africa (Location),"People also ask, Sitelinks, Video preview",100,1,0.46,0,0,86,https://www.betway.co.za/account/loginform,,2025-08-31 10:19:09,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
does airtime expire,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview, Sitelinks",100,0,,0,0,94,https://www.betway.co.za/Account/MyAccount,,2025-09-09 8:00:08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dricus du plessis next fight sa time,ZA,South Africa,Dricus du Plessis (Person),"People also ask, Thumbnail, Video preview",100,3,0.28,0,0,70,https://www.betway.co.za/latestpromos,,2025-09-08 21:53:46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
starburst demo,ZA,South Africa,Starburst (Product),"Top ads, Thumbnail, Sitelinks, Video preview, People also ask",100,63,,0,0,31,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-04 8:03:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
goslotto 5/36,ZA,South Africa,Gosloto 5/36 (Event),Video preview,100,31,0.01,0,0,42,https://www.betway.co.za/luckynumbers,,2025-09-09 12:37:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
www.megamillion results.co.za,ZA,South Africa,Mega Millions (Event),Sitelinks,100,68,,0,0,22,https://www.betway.co.za/megamillion,,2025-08-31 8:58:22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tea results today,ZA,South Africa,UK49s Teatime Results (Event),"Sitelinks, Video preview",100,70,0.01,0,0,53,https://www.betway.co.za/luckynumbers,,2025-09-10 12:23:25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
earn money playing games,ZA,South Africa,,"Top ads, Paid sitelinks, Sitelinks, People also ask, Video preview, Bottom ads",100,46,0.16,0,0,73,https://www.betway.co.za/lobby/casino-games,,2025-09-08 16:17:54,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
russia goslotto 7/49,ZA,South Africa,"Gosloto 7/49 (Event), Russia (Location)",Video preview,100,39,0.01,0,0,85,https://www.betway.co.za/luckynumbers,,2025-09-10 11:49:15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
italy roma lotto predictions,ZA,South Africa,"Roma 5/90 (Event), Lottomatica Roma (Event), Italy (Location)","Sitelinks, Video preview",100,6,,0,0,28,https://www.betway.co.za/luckynumbers,,2025-09-09 12:38:29,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tymebank dial number,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",100,2,,0,0,51,https://www.betway.co.za/how-to-bet,,2025-09-08 22:35:16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
orlando pirates vs ts galaxy live stream,ZA,South Africa,"Orlando Pirates (Organization), TS Galaxy (Organization)",Video preview,100,0,0.04,0,0,76,https://www.betway.co.za/sport,,2025-08-31 12:49:24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ufc odds,ZA,South Africa,UFC (Organization),"Sitelinks, Top stories, Thumbnail, Video preview",100,85,0.3,0,0,38,https://www.betway.co.za/sport/mma,,2025-09-06 2:42:03,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
racing results vaal today,ZA,South Africa,Vaal (Location),Sitelinks,100,0,0.33,0,0,54,https://www.betway.co.za/Horseracing,,2025-09-09 18:53:55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dream prediction numbers,ZA,South Africa,,"Sitelinks, Thumbnail, Video preview, Discussions and forums",100,63,,0,0,20,https://www.betway.co.za/luckynumbers,,2025-08-30 9:45:04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
cape town influencers,ZA,South Africa,Cape Town (Location),"Sitelinks, Video preview",100,0,0.43,0,0,65,https://www.betway.co.za/terms-and-conditions,,2025-09-08 21:37:46,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
hollywoodbets super league results,ZA,South Africa,Hollywoodbets Super League (Event),"Sitelinks, Video preview",100,39,,0,0,60,https://www.betway.co.za/,,2025-08-30 2:05:27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
russia gosloto prediction for today,ZA,South Africa,"Gosloto (Event), Russia (Location)","Sitelinks, Video preview",100,0,,0,0,39,https://www.betway.co.za/luckynumbers,,2025-09-01 0:26:31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
bat in zulu,ZA,South Africa,,"Knowledge card, People also ask, Thumbnail, Sitelinks, Video preview",100,0,,0,0,64,https://www.betway.co.za/account/loginform,,2025-08-30 15:08:03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
wsb promo code,ZA,South Africa,World Sports Betting (Organization),"Featured snippet, People also ask, Sitelinks, Video preview",100,54,0.18,0,0,56,https://www.betway.co.za/Account/SignUp,,2025-09-10 18:29:04,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
how to reset tymebank pin,ZA,South Africa,TymeBank PIN (Product),People also ask,100,0,2.79,0,0,42,https://www.betway.co.za/Account/ManagePasswordOption,,2025-08-30 5:28:21,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
south africa no deposit casino,ZA,South Africa,South Africa (Location),Sitelinks,100,74,0.47,0,0,61,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-11 19:39:02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
download hollywoodbets app south africa,ZA,South Africa,"Hollywoodbets app (Product), South Africa (Location)","Sitelinks, People also ask, Video preview",100,52,0.05,0,0,32,https://www.betway.co.za/account/loginform,,2025-09-15 6:05:02,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lunch time for yesterday,ZA,South Africa,,"Video preview, Sitelinks",100,72,,0,0,36,https://www.betway.co.za/luckynumbers,,2025-08-31 11:04:07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
r2000 samsung phones,ZA,South Africa,Samsung phones (Product),"People also ask, Sitelinks, Video preview",100,0,0.11,0,0,60,https://www.betway.co.za/lobby/casino-games/slots,,2025-08-31 21:20:24,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
how to buy blu voucher online,ZA,South Africa,Blu Voucher (Product),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",100,9,0.39,0,0,34,https://www.betway.co.za/how-to-deposit,,2025-08-28 1:38:14,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
soccer scores live today,ZA,South Africa,,"Sitelinks, Video preview",100,84,,0,0,34,https://www.betway.co.za/LiveScores,,2025-09-07 0:04:49,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tomorrow psl games,ZA,South Africa,PSL games (Event),"Sitelinks, People also ask, Video preview",100,50,,0,0,79,https://www.betway.co.za/sport,,2025-09-03 17:58:27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
vaal horse racing results and payouts,ZA,South Africa,Vaal (Location),"Sitelinks, People also ask",100,28,,0,0,46,https://www.betway.co.za/Horseracing,,2025-09-10 0:37:16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
808 live rugby,ZA,South Africa,,"Sitelinks, Thumbnail, People also ask, Video preview",100,69,0.02,0,0,45,https://www.betway.co.za/Event/LiveSport,,2025-09-12 2:53:56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
france lotto results please,ZA,South Africa,France Lotto (Event),Video preview,100,77,,0,0,56,https://www.betway.co.za/luckynumbers,,2025-09-08 8:56:54,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
results lunch today,ZA,South Africa,,"Sitelinks, Video preview",100,81,,0,0,33,https://www.betway.co.za/luckynumbers,,2025-09-10 13:20:02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
sa lotto latest results today,ZA,South Africa,SA Lotto (Event),"Knowledge card, Sitelinks",100,73,,0,0,43,https://www.betway.co.za/luckynumbers,,2025-09-02 5:19:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lottery.co.za,ZA,South Africa,lottery.co.za (Organization),"Sitelinks, Video preview",100,70,0.5,0,0,27,https://www.betway.co.za/luckynumbers,,2025-09-08 23:24:38,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
lunchtime draw,ZA,South Africa,,Video preview,100,74,0.04,0,0,25,https://www.betway.co.za/luckynumbers,,2025-09-14 7:46:06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hollywoodbets app login my account,ZA,South Africa,Hollywoodbets app (Product),People also ask,100,67,0.02,0,0,26,https://www.betway.co.za/,,2025-09-01 21:29:57,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
25 free spins starburst no deposit,ZA,South Africa,Starburst (Product),,100,48,0.37,0,0,44,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-06 20:11:33,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
hollywoodbets mobile online,ZA,South Africa,Hollywoodbets (Organization),"Sitelinks, Video preview",100,64,,0,0,28,https://www.betway.co.za/account/loginform,,2025-09-05 15:47:30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
hollywood login passwords,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Sitelinks, Video preview",100,23,,0,0,34,https://www.betway.co.za/account/loginform,,2025-09-04 20:59:37,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lotto results france,ZA,South Africa,"France Lotto Results (Event), France (Location)","Sitelinks, Thumbnail",100,76,,0,0,81,https://www.betway.co.za/luckynumbers,,2025-09-08 7:13:54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
p0werball results today,ZA,South Africa,Powerball (Event),"Top stories, Thumbnail, Sitelinks",100,69,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-08-28 9:21:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
flash voucher pin,ZA,South Africa,Flash voucher PIN (Product),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",100,27,0.09,0,0,52,https://www.betway.co.za/Account/MyAccount,,2025-09-09 12:40:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk daily lotto results today,ZA,South Africa,United Kingdom (Location),"People also ask, Sitelinks",100,54,,0,0,32,https://www.betway.co.za/luckynumbers,,2025-09-04 9:27:34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
superbet login mobile login download,ZA,South Africa,Supabets (Organization),"Sitelinks, Video preview",100,77,0.06,0,0,24,https://www.betway.co.za/account/loginform,,2025-09-03 4:51:58,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
play hot fruit spina zonke hollywoodbets,ZA,South Africa,"Spina Zonke (Organization), Hollywoodbets (Organization), Hot Hot Fruit (Work)","People also ask, Video preview",100,29,,0,0,38,https://www.betway.co.za/lobby/casino%20games,,2025-09-03 6:44:10,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
games to play and earn real money,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",100,68,0.13,0,0,57,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-05 12:57:45,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
lotto lotto results,ZA,South Africa,,"Knowledge card, Top stories, Thumbnail, Sitelinks, People also ask",100,64,,0,0,25,https://www.betway.co.za/luckynumbers,,2025-08-31 21:59:05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
result greece powerball,ZA,South Africa,Greece Powerball (Event),Video preview,100,46,,0,0,31,https://www.betway.co.za/luckynumbers,,2025-09-07 11:58:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
casino score monopoly big baller,ZA,South Africa,"casino score (Organization), Monopoly Big Baller (Product)","Sitelinks, Video preview",100,86,,0,0,22,https://www.betway.co.za/lobby/casino%20games,,2025-08-30 4:02:15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
kaizer chiefs salary list,ZA,South Africa,Kaizer Chiefs (Organization),"AI Overview, Thumbnail, Video preview, People also ask",100,0,,0,0,52,https://www.betway.co.za/Event/LiveSport,,2025-08-27 12:14:22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
what time is teatime results,ZA,South Africa,UK49s Teatime Draw (Event),"Sitelinks, People also ask, Video preview",100,73,,0,0,49,https://www.betway.co.za/luckynumbers,,2025-09-06 16:08:23,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
rc celta de vigo v fc barcelona,ZA,South Africa,"RC Celta de Vigo (Organization), FC Barcelona (Organization)","Video preview, Sitelinks, Bottom ads",100,7,,0,0,57,https://www.betway.co.za/esports/live,,2025-09-07 21:39:41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to reverse payment on tymebank,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Video preview, Discussions and forums, Sitelinks",100,0,0.29,0,0,69,https://www.betway.co.za/responsible-gaming,,2025-09-12 17:07:27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sugar rush slot demo,ZA,South Africa,Sugar Rush (Product),"Thumbnail, Video preview, Sitelinks",100,85,,0,0,68,https://www.betway.co.za/lobby/casino%20games,,2025-09-05 13:52:31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
casino theme party,ZA,South Africa,,"People also ask, Video preview",100,58,0.82,0,0,99,https://new.betway.co.za/lobby/casino-games/game/wild-beach-party?vertical=casino-games,,2025-09-12 1:07:57,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
russia 7/49 history results,ZA,South Africa,"Gosloto 7/49 (Event), Russia (Location)","Sitelinks, Video preview",100,40,,0,0,37,https://www.betway.co.za/luckynumbers,,2025-08-29 2:02:25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
today uk 49 lunchtime results,ZA,South Africa,UK 49 (Event),,100,69,0.02,0,0,34,https://www.betway.co.za/luckynumbers,,2025-09-14 11:38:06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
vaal results and payouts,ZA,South Africa,Vaal (Location),Sitelinks,100,11,,0,0,35,https://www.betway.co.za/Horseracing,,2025-09-08 10:02:45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
what time is powerball draw south africa,ZA,South Africa,"Powerball draw (Event), South Africa (Location)","Featured snippet, People also ask, Video preview",100,45,,0,0,41,https://www.betway.co.za/luckynumbers,,2025-09-09 0:21:11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
turffontein today results,ZA,South Africa,Turffontein (Location),"Sitelinks, Video preview",100,7,0.36,0,0,36,https://www.betway.co.za/Horseracing,,2025-09-01 13:17:13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
live score 777,ZA,South Africa,,"Sitelinks, Video preview",100,89,,0,0,33,https://www.betway.co.za/,,2025-09-05 17:02:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bolt promo,ZA,South Africa,Bolt (Organization),"People also ask, Video preview",100,0,0.01,0,0,73,https://www.betway.co.za/sport/soccer/germany/bundesliga/hamburger_sv-v-fc_st._pauli/0,,2025-08-30 23:41:56,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
demo sweet bonanza,ZA,South Africa,Sweet Bonanza (Work),"Thumbnail, Sitelinks, Video preview",100,88,1.4,0,0,61,https://www.betway.co.za/lobby/casino%20games,,2025-09-14 6:38:40,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
eswatini national football team standings,ZA,South Africa,Eswatini national football team (Organization),"Sitelinks, People also ask, Knowledge panel, Thumbnail, Video preview",100,0,,0,0,66,https://www.betway.co.za/account/loginform,,2025-09-20 5:53:44,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to close a tymebank account,ZA,South Africa,Tymebank account (Product),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",100,16,,0,0,54,https://www.betway.co.za/responsible-gaming,,2025-08-29 9:59:16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
offline games free download for android,ZA,South Africa,Android (Product),"Sitelinks, Video preview",100,58,0.02,0,0,88,https://www.betway.co.za/lobby/casino-games,,2025-09-08 6:55:01,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
soccer six results and payouts,ZA,South Africa,Soccer 6 (Event),"Sitelinks, Video preview",100,53,,0,0,34,https://www.betway.co.za/how-to-bet,,2025-09-01 10:18:28,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
racing form,ZA,South Africa,,"Sitelinks, Video preview",100,70,0.91,0,0,60,https://www.betway.co.za/blog/march-2022/betway-form-components,,2025-09-08 14:18:06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
daily lotto winning numbers for today,ZA,South Africa,Daily Lotto (Event),"Top stories, Thumbnail, People also ask, Sitelinks, Video preview",100,73,,0,0,32,https://www.betway.co.za/luckynumbers,,2025-08-30 12:24:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
mzansi mom xxx,ZA,South Africa,,,100,0,,0,0,58,https://www.betway.co.za/,,2025-09-09 21:17:53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
flash airtime voucher not working,ZA,South Africa,Flash airtime voucher (Product),"AI Overview, Thumbnail, People also ask, Discussions and forums, Sitelinks, Video preview",100,12,0.14,0,0,58,https://www.betway.co.za/sport/soccer/ind/shillong_premier_league/langsning_sc-v-mawlai_sc/0?inplay=true&datefilter=202508291300&eventId=058a9b9a-26ab-4b6a-8b64-758ebe1f7422,,2025-08-29 14:28:13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
sa.youth mobi login,ZA,South Africa,SA Youth (Organization),"Sitelinks, Video preview",100,9,0.03,0,0,33,https://www.betway.co.za/account/loginform,,2025-08-31 2:00:11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
lotto star online,ZA,South Africa,LottoStar (Organization),Sitelinks,100,35,0.3,0,0,20,https://www.betway.co.za/luckynumbers,,2025-09-11 20:21:18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
last 20 lunchtime results,ZA,South Africa,,,100,71,,0,0,30,https://www.betway.co.za/luckynumbers,,2025-09-14 14:34:22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
daily lotto numbers today,ZA,South Africa,,"People also ask, Top stories, Thumbnail, Sitelinks, Video preview",100,72,,0,0,47,https://www.betway.co.za/luckynumbers,,2025-08-29 22:51:32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
south african vs nigeria,ZA,South Africa,Nigeria (Location),"Top stories, Thumbnail, People also ask, Video preview",100,0,,0,0,37,"https://www.betway.co.za/sport/soccer/int/wc_qualification,_caf/south_africa-v-nigeria/0?datefilter=202509091800&eventId=64cc7de1-4362-4db3-8def-893e4a060ac5",,2025-09-08 18:24:55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hearts | play it online,ZA,South Africa,Hearts (Event),Sitelinks,100,75,,0,0,65,https://www.betway.co.za/lobby/betgames,,2025-09-11 18:29:35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
france.lotto,ZA,South Africa,"France Lotto (Event), France (Location)","Sitelinks, Video preview",100,64,,0,0,95,https://www.betway.co.za/luckynumbers,,2025-08-28 22:32:09,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
irish lotto hot and cold numbers,ZA,South Africa,Irish Lotto (Event),Sitelinks,100,50,,0,0,29,https://www.betway.co.za/luckynumbers,,2025-09-04 15:08:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how much does tymebank charge for deposit,ZA,South Africa,TymeBank (Organization),"People also ask, Video preview",100,6,,0,0,61,https://www.betway.co.za/lobby/casino-games/slots,,2025-08-31 6:00:50,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
bonus for today lunchtime,ZA,South Africa,,Video preview,100,53,,0,0,32,https://www.betway.co.za/luckynumbers,,2025-09-04 12:37:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
https //lottostar.co.za register,ZA,South Africa,LottoStar.co.za (Organization),"Sitelinks, People also ask, Top stories, Video preview",100,57,,0,0,25,https://www.betway.co.za/luckynumbers,,2025-09-10 17:46:38,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
pictures of south african money notes and coins,ZA,South Africa,,"Thumbnail, Video preview",100,8,,0,0,47,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-08 7:48:45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
uk hot bonus,ZA,South Africa,UK (Location),"Sitelinks, Video preview",100,52,1,0,0,53,https://www.betway.co.za/account/loginform,,2025-09-08 10:52:41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
last night lotto results south africa,ZA,South Africa,South Africa (Location),"Sitelinks, People also ask",100,68,,0,0,39,https://www.betway.co.za/luckynumbers,,2025-09-05 22:42:13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
free cash zar casino,ZA,South Africa,Zar Casino (Organization),,100,60,0.23,0,0,28,https://www.betway.co.za/lobby/casino%20games,,2025-08-31 19:59:18,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
uk 7 49,ZA,South Africa,UK 49s (Event),Video preview,100,50,,0,0,20,https://www.betway.co.za/luckynumbers,,2025-08-30 20:30:31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
live soccer com,ZA,South Africa,,"Sitelinks, Video preview",100,83,,0,0,43,https://www.betway.co.za/Event/LiveSport,,2025-09-07 17:02:02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
best slot games,ZA,South Africa,,"People also ask, Thumbnail, Sitelinks, Video preview",100,71,0.43,0,0,27,https://www.betway.co.za/lobby/casino-games/slots,,2025-08-30 6:35:27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1voucher purchase,ZA,South Africa,1Voucher (Product),"Top ads, People also ask, Sitelinks, Video preview, Bottom ads, Paid sitelinks",100,43,0.14,0,0,85,https://www.betway.co.za/Account/MyAccount,,2025-08-31 22:07:07,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sassa status check for r350 payment dates for 2023 download,ZA,South Africa,SASSA Status Check (Product),"Sitelinks, People also ask, Video preview",100,26,,0,0,42,https://www.betway.co.za/account/loginform,,2025-09-08 12:21:04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
